code,name,name_clean,name_search,scie,grup,food_category,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,water,ash,protein_percent,carbs_percent,fat_percent,fasat,fauns,fapu,cholc,ca,fe,mg,p,k,na,zn,vita,vitc,vitd,vite,thia,ribf,nia,vitb6c,folsum,fsugar,protein_density,fiber_density,search_keywords,tags,regn
P048,Pandukopa,pandukopa,pandukopa,Pseudosciaena manchurica,Marine Fish,Protein,360.0,19.73,0.0,0.65,0.0,77.46,1.15,96.8,0.0,3.2,0.195,0.272,0.182,0.026,0.012,0.0,0.029,0.203,0.427,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.262,0.0,0.0,5.48,0.0,pandukopa fishetarian nonveg,fishetarian nonveg,1
P049,Parava,parava,parava,Lactarius lactarius,Marine Fish,Protein,467.0,21.5,0.0,2.74,0.0,77.19,1.08,88.7,0.0,11.3,1.184,1.231,0.61,0.026,0.029,0.004,0.033,0.194,0.363,0.084,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.153,0.0,0.0,4.6,0.0,parava fishetarian nonveg,fishetarian nonveg,1
P050,Parcus,parcus,parcus,Psettodes erumei,Marine Fish,Protein,361.0,19.87,0.0,0.62,0.0,79.01,1.12,97.0,0.0,3.0,0.166,0.268,0.197,0.01,0.021,0.0,0.029,0.218,0.446,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.202,0.0,0.0,5.5,0.0,parcus fishetarian nonveg,fishetarian nonveg,1
P051,Parrot fish,parrot fish,parrot fish,Scarus ghobban,Marine Fish,Protein,375.0,20.82,0.0,0.57,0.0,76.84,1.4,97.3,0.0,2.7,0.174,0.213,0.078,0.01,0.009,0.0,0.029,0.316,0.432,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.132,0.0,0.0,5.55,0.0,parrot fish fishetarian nonveg,fishetarian nonveg,1
P052,Perinkilichai,perinkilichai,perinkilichai,Pinjalo pinjalo,Marine Fish,Protein,387.0,20.89,0.0,0.87,0.0,78.33,1.02,96.0,0.0,4.0,0.29,0.379,0.278,0.017,0.007,0.0,0.029,0.236,0.365,0.034,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.119,0.0,0.0,5.4,0.0,perinkilichai fishetarian nonveg,fishetarian nonveg,1
P053,Phopat,phopat,phopat,Coryphaena hippurus,Marine Fish,Protein,424.0,22.05,0.0,1.33,0.0,76.42,1.24,94.3,0.0,5.7,0.441,0.654,0.456,0.014,0.009,0.0,0.032,0.258,0.439,0.036,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.131,0.0,0.0,5.2,0.0,phopat fishetarian nonveg,fishetarian nonveg,4
P054,Piranha,piranha,piranha,Pygopristis sp.,Marine Fish,Protein,549.0,20.46,0.0,5.43,0.0,76.15,0.93,79.0,0.0,21.0,1.973,2.946,0.589,0.098,0.015,0.0,0.023,0.17,0.323,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.068,0.0,0.0,3.73,0.0,piranha fishetarian nonveg,fishetarian nonveg,1
P055,"Pomfret, black","pomfret, black",pomfret black,Parastromateus niger,Marine Fish,Protein,515.0,18.91,0.0,4.83,0.0,74.43,0.97,79.7,0.0,20.3,2.229,2.133,1.161,0.048,0.018,0.001,0.028,0.195,0.295,0.069,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.076,0.0,0.0,3.67,0.0,pomfret black fishetarian nonveg,fishetarian nonveg,2
P056,"Pomfret, snub nose","pomfret, snub nose",pomfret snub nose,Trachinotus blochii,Marine Fish,Protein,375.0,21.05,0.0,0.46,0.0,77.81,1.29,97.9,0.0,2.1,0.145,0.201,0.128,0.007,0.007,0.0,0.03,0.247,0.483,0.036,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.002,0.078,0.0,0.0,5.61,0.0,pomfret snub nose fishetarian nonveg,fishetarian nonveg,2
P057,"Pomfret, white","pomfret, white",pomfret white,Pampus argenteus,Marine Fish,Protein,513.0,19.02,0.0,5.12,0.0,75.91,1.01,78.8,0.0,21.2,2.669,1.968,0.919,0.042,0.014,0.0,0.032,0.211,0.255,0.046,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.13,0.0,0.0,3.71,0.0,pomfret white fishetarian nonveg,fishetarian nonveg,2
P058,Pranel,pranel,pranel,Gerres sp.,Marine Fish,Protein,405.0,19.69,0.0,1.89,0.0,79.54,0.76,91.2,0.0,8.8,0.827,0.793,0.419,0.029,0.022,0.0,0.026,0.166,0.251,0.052,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.12,0.0,0.0,4.86,0.0,pranel fishetarian nonveg,fishetarian nonveg,1
P059,Pulli paarai,pulli paarai,pulli paarai,Gnathanodon speciosus,Marine Fish,Protein,399.0,20.06,0.0,1.55,0.0,75.99,1.19,92.8,0.0,7.2,0.593,0.713,0.505,0.048,0.022,0.0,0.031,0.232,0.335,0.059,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.101,0.0,0.0,5.03,0.0,pulli paarai fishetarian nonveg,fishetarian nonveg,1
P060,Queen fish,queen fish,queen fish,Scomberoides commersonianus,Marine Fish,Protein,400.0,20.97,0.0,1.17,0.0,76.63,1.22,94.7,0.0,5.3,0.693,0.868,0.536,0.022,0.006,0.0,0.028,0.235,0.44,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.118,0.0,0.0,5.24,0.0,queen fish fishetarian nonveg,fishetarian nonveg,3
P061,Raai fish,raai fish,raai fish,Lobotes surinamensis,Marine Fish,Protein,430.0,21.61,0.0,1.69,0.0,77.14,1.11,92.7,0.0,7.3,0.654,0.776,0.465,0.025,0.011,0.0,0.022,0.213,0.347,0.048,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.108,0.0,0.0,5.03,0.0,raai fish fishetarian nonveg,fishetarian nonveg,2
P062,Raai vanthu,raai vanthu,raai vanthu,Epinephelus chlorostigma,Marine Fish,Protein,410.0,19.39,0.0,2.17,0.0,79.95,0.92,89.9,0.0,10.1,0.864,1.019,0.596,0.022,0.009,0.0,0.027,0.178,0.311,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.112,0.0,0.0,4.73,0.0,raai vanthu fishetarian nonveg,fishetarian nonveg,1
P063,Rani,rani,rani,Pink perch,Marine Fish,Protein,377.0,18.83,0.0,1.49,0.0,78.55,1.01,92.7,0.0,7.3,2.926,2.99,1.112,0.069,0.038,0.001,0.03,0.208,0.335,0.063,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.001,0.076,0.0,0.0,4.99,0.0,rani fishetarian nonveg,fishetarian nonveg,1
P064,"Ray fish, bow head, spotted","ray fish, bow head, spotted",ray fish bow head spotted,Rhina ancylostoma,Marine Fish,Protein,349.0,19.03,0.0,0.7,0.0,80.3,1.15,96.5,0.0,3.5,0.187,0.321,0.222,0.014,0.01,0.0,0.019,0.196,0.353,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.12,0.0,0.0,5.45,0.0,ray fish bow head spotted fishetarian nonveg,fishetarian nonveg,1
P065,Red snapper,red snapper,red snapper,Lutjanus argentimaculatus,Marine Fish,Protein,437.0,22.79,0.0,1.34,0.0,76.28,1.26,94.4,0.0,5.6,0.485,0.624,0.325,0.132,0.008,0.0,0.033,0.204,0.446,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.067,0.0,0.0,5.22,0.0,red snapper fishetarian nonveg,fishetarian nonveg,1
P066,"Red snapper, small","red snapper, small",red snapper small,Priacanthus hamrur,Marine Fish,Protein,451.0,21.5,0.0,2.3,0.0,76.31,1.1,90.3,0.0,9.7,0.861,1.141,0.734,0.038,0.017,0.001,0.031,0.204,0.327,0.039,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.172,0.0,0.0,4.77,0.0,red snapper small fishetarian nonveg,fishetarian nonveg,1
P067,Sadaya,sadaya,sadaya,Platax orbicularis,Marine Fish,Protein,462.0,20.68,0.0,2.97,0.0,75.53,1.32,87.4,0.0,12.6,1.059,1.572,1.128,0.062,0.009,0.0,0.026,0.221,0.36,0.049,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.125,0.0,0.0,4.48,0.0,sadaya fishetarian nonveg,fishetarian nonveg,1
P068,Salmon,salmon,salmon,Salmo salar,Marine Fish,Protein,721.0,20.97,0.0,9.86,0.0,67.84,1.13,68.0,0.0,32.0,4.305,4.75,2.297,0.061,0.024,0.001,0.031,0.211,0.345,0.02,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.15,0.0,0.0,2.91,0.0,salmon fishetarian nonveg,fishetarian nonveg,1
P069,Sangada,sangada,sangada,Nemipterus japonicus,Marine Fish,Protein,443.0,20.26,0.0,2.67,0.0,78.51,1.26,88.4,0.0,11.6,1.128,1.219,0.706,0.076,0.008,0.001,0.028,0.211,0.217,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.101,0.0,0.0,4.57,0.0,sangada fishetarian nonveg,fishetarian nonveg,1
P070,Sankata parai,sankata parai,sankata parai,Caranx ignobilis,Marine Fish,Protein,434.0,21.87,0.0,1.68,0.0,74.88,1.18,92.9,0.0,7.1,3.317,3.622,1.746,0.064,0.006,0.001,0.028,0.246,0.379,0.022,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.181,0.0,0.0,5.04,0.0,sankata parai fishetarian nonveg,fishetarian nonveg,1
P071,Sardine,sardine,sardine,Sardinella longiceps,Marine Fish,Protein,637.0,17.91,0.0,8.99,0.0,72.29,0.84,66.6,0.0,33.4,1.25,1.4,0.77,0.049,0.042,0.001,0.024,0.191,0.228,0.038,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.14,0.0,0.0,2.81,0.0,sardine fishetarian nonveg,fishetarian nonveg,1
P072,Shark,shark,shark,Carcharhinus sorrah,Marine Fish,Protein,398.0,21.6,0.0,0.83,0.0,72.82,1.08,96.3,0.0,3.7,0.275,0.356,0.23,0.024,0.008,0.0,0.033,0.263,0.372,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.11,0.0,0.0,5.43,0.0,shark fishetarian nonveg,fishetarian nonveg,2
P073,"Shark, hammer head","shark, hammer head",shark hammer head,Sphyrna mokarran,Marine Fish,Protein,432.0,23.4,0.0,0.8,0.0,74.61,0.92,96.7,0.0,3.3,0.264,0.335,0.232,0.056,0.008,0.001,0.025,0.2,0.304,0.054,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.073,0.0,0.0,5.42,0.0,shark hammer head fishetarian nonveg,fishetarian nonveg,1
P074,"Shark, spotted","shark, spotted",shark spotted,Stegostoma fasciatum,Marine Fish,Protein,384.0,20.95,0.0,0.75,0.0,78.83,1.04,96.5,0.0,3.5,0.253,0.306,0.169,0.014,0.008,0.001,0.019,0.179,0.318,0.131,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.077,0.0,0.0,5.46,0.0,shark spotted fishetarian nonveg,fishetarian nonveg,1
P075,Shelavu,shelavu,shelavu,Sphyraena jello,Marine Fish,Protein,446.0,22.46,0.0,1.74,0.0,74.6,1.26,92.8,0.0,7.2,0.677,0.8,0.431,0.03,0.011,0.001,0.03,0.251,0.453,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.11,0.0,0.0,5.04,0.0,shelavu fishetarian nonveg,fishetarian nonveg,4
P076,Silan,silan,silan,Silonia silondia,Marine Fish,Protein,633.0,22.72,0.0,6.68,0.0,70.12,0.77,77.3,0.0,22.7,3.615,4.339,1.14,0.059,0.029,0.001,0.023,0.163,0.223,0.029,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.122,0.0,0.0,3.59,0.0,silan fishetarian nonveg,fishetarian nonveg,1
P077,Silk fish,silk fish,silk fish,Beryx sp.,Marine Fish,Protein,408.0,20.65,0.0,1.53,0.0,77.61,1.05,93.1,0.0,6.9,0.497,0.787,0.506,0.011,0.01,0.0,0.027,0.211,0.44,0.042,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.169,0.0,0.0,5.06,0.0,silk fish fishetarian nonveg,fishetarian nonveg,1
P078,Silver carp,silver carp,silver carp,Hypophthalmichthys molitrix,Marine Fish,Protein,555.0,21.71,0.0,5.17,0.0,72.47,0.95,80.8,0.0,19.2,1.826,2.858,0.894,0.069,0.086,0.001,0.025,0.187,0.249,0.02,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.136,0.0,0.0,3.91,0.0,silver carp fishetarian nonveg,fishetarian nonveg,1
P079,Sole fish,sole fish,sole fish,Cynoglossus arel,Marine Fish,Protein,367.0,19.05,0.0,1.18,0.0,80.18,1.06,94.2,0.0,5.8,0.416,0.537,0.37,0.016,0.047,0.0,0.028,0.123,0.199,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,5.19,0.0,sole fish fishetarian nonveg,fishetarian nonveg,1
P080,Stingray,stingray,stingray,Dasyatis pastinaca,Marine Fish,Protein,408.0,23.98,0.0,0.68,0.0,75.67,1.14,97.2,0.0,2.8,0.289,0.347,0.174,0.062,0.009,0.001,0.025,0.174,0.27,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.214,0.0,0.0,5.88,0.0,stingray fishetarian nonveg,fishetarian nonveg,1
P081,Tarlava,tarlava,tarlava,Drepane punctata,Marine Fish,Protein,414.0,21.72,0.0,1.2,0.0,76.76,1.14,94.8,0.0,5.2,0.504,0.472,0.265,0.019,0.012,0.001,0.03,0.199,0.37,0.067,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.149,0.0,0.0,5.25,0.0,tarlava fishetarian nonveg,fishetarian nonveg,2
P082,Tholam,tholam,tholam,Plectorhinchus schotaf,Marine Fish,Protein,432.0,20.78,0.0,2.13,0.0,76.2,1.06,90.7,0.0,9.3,0.856,0.991,0.481,0.06,0.011,0.001,0.026,0.241,0.382,0.028,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.16,0.0,0.0,4.81,0.0,tholam fishetarian nonveg,fishetarian nonveg,2
P083,Tilapia,tilapia,tilapia,Oreochromis niloticus,Marine Fish,Protein,349.0,18.48,0.0,1.08,0.0,79.57,1.18,94.5,0.0,5.5,0.413,0.453,0.199,0.026,0.099,0.003,0.025,0.184,0.255,0.053,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.001,0.176,0.0,0.0,5.3,0.0,tilapia fishetarian nonveg,fishetarian nonveg,1
P084,Tuna,tuna,tuna,Euthynnus affinis,Marine Fish,Protein,470.0,24.5,0.0,1.44,0.0,72.12,1.11,94.4,0.0,5.6,0.66,0.875,0.575,0.046,0.01,0.002,0.036,0.292,0.357,0.053,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.068,0.0,0.0,5.21,0.0,tuna fishetarian nonveg,fishetarian nonveg,5
P085,"Tuna, striped","tuna, striped",tuna striped,Katsuwonus pelamis,Marine Fish,Protein,403.0,21.28,0.0,1.12,0.0,77.76,0.87,95.0,0.0,5.0,0.424,0.474,0.306,0.064,0.006,0.001,0.026,0.209,0.273,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.122,0.0,0.0,5.28,0.0,tuna striped fishetarian nonveg,fishetarian nonveg,1
P086,Valava,valava,valava,Chirocentrus nudus,Marine Fish,Protein,410.0,21.8,0.0,1.06,0.0,77.25,1.27,95.4,0.0,4.6,0.403,0.443,0.336,0.016,0.037,0.0,0.039,0.229,0.365,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.104,0.0,0.0,5.32,0.0,valava fishetarian nonveg,fishetarian nonveg,1
P087,Vanjaram,vanjaram,vanjaram,Scomberomorus commerson,Marine Fish,Protein,570.0,22.28,0.0,5.18,0.0,72.3,1.33,81.1,0.0,18.9,2.229,2.462,1.384,0.068,0.01,0.0,0.037,0.302,0.473,0.035,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.163,0.0,0.0,3.91,0.0,vanjaram fishetarian nonveg,fishetarian nonveg,2
P088,Vela meen,vela meen,vela meen,Aprion virescens,Marine Fish,Protein,537.0,22.16,0.0,4.34,0.0,71.82,1.34,83.6,0.0,16.4,1.857,2.05,1.199,0.036,0.015,0.001,0.032,0.28,0.387,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.098,0.0,0.0,4.13,0.0,vela meen fishetarian nonveg,fishetarian nonveg,1
P089,Vora,vora,vora,Siganus javus,Marine Fish,Protein,422.0,20.14,0.0,2.14,0.0,76.94,1.26,90.4,0.0,9.6,1.207,1.114,0.647,0.019,0.008,0.0,0.032,0.246,0.401,0.044,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.121,0.0,0.0,4.77,0.0,vora fishetarian nonveg,fishetarian nonveg,2
P090,Whale shark,whale shark,whale shark,Galeocerdo cuvier,Marine Fish,Protein,401.0,21.83,0.0,0.82,0.0,77.59,1.48,96.4,0.0,3.6,0.266,0.355,0.22,0.025,0.008,0.0,0.021,0.274,0.365,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.125,0.0,0.0,5.44,0.0,whale shark fishetarian nonveg,fishetarian nonveg,1
P091,Xiphinis,xiphinis,xiphinis,Xiphias gladius,Marine Fish,Protein,370.0,19.82,0.0,0.88,0.0,79.22,1.15,95.7,0.0,4.3,0.363,0.318,0.134,0.028,0.012,0.001,0.026,0.255,0.306,0.066,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.066,0.0,0.0,5.36,0.0,xiphinis fishetarian nonveg,fishetarian nonveg,1
P092,"Eggs, cat fish","eggs, cat fish",eggs cat fish,Ompok bimaculatus,Marine Fish,Protein,600.0,24.68,0.0,5.28,0.0,69.34,1.57,82.4,0.0,17.6,1.818,2.561,1.436,0.269,0.062,0.007,0.06,0.445,0.252,0.055,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.148,0.0,0.0,4.11,0.0,eggs cat fish fishetarian nonveg,fishetarian nonveg,1
Q001,Crab,crab,crab,Menippe mercenaria,Marine Shellfish,Protein,343.0,10.23,0.0,1.41,0.0,79.77,1.74,87.9,0.0,12.1,0.214,0.396,0.256,0.054,0.128,0.001,0.038,0.1,0.171,0.244,0.001,0.0,0.0,0.0,0.006,0.0,0.0,0.002,0.12,0.0,0.0,2.98,0.0,crab fishetarian nonveg,fishetarian nonveg,1
Q002,"Crab, sea","crab, sea",crab sea,Portunus sanguinolentus,Marine Shellfish,Protein,283.0,15.36,0.0,0.6,0.0,79.67,0.92,96.2,0.0,3.8,0.129,0.21,0.146,0.023,0.333,0.001,0.08,0.193,0.252,0.313,0.003,0.0,0.0,0.0,0.002,0.0,0.0,0.001,0.117,0.0,0.0,5.43,0.0,crab sea fishetarian nonveg,fishetarian nonveg,1
Q003,"Lobster, brown","lobster, brown",lobster brown,Thenus orientalis,Marine Shellfish,Protein,292.0,15.96,0.0,0.56,0.0,81.48,1.29,96.6,0.0,3.4,0.106,0.191,0.118,0.033,0.073,0.001,0.045,0.223,0.212,0.14,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.216,0.0,0.0,5.47,0.0,lobster brown fishetarian nonveg,fishetarian nonveg,1
Q004,"Lobster, king size","lobster, king size",lobster king size,Thenus orientalis,Marine Shellfish,Protein,375.0,18.54,0.0,0.78,0.0,77.77,1.08,96.0,0.0,4.0,0.174,0.335,0.206,0.041,0.066,0.0,0.05,0.261,0.315,0.191,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.156,0.0,0.0,4.94,0.0,lobster king size fishetarian nonveg,fishetarian nonveg,1
Q005,Mud crab,mud crab,mud crab,Scylla tranquebarica,Marine Shellfish,Protein,190.0,10.0,0.0,0.55,0.0,83.1,2.6,94.8,0.0,5.2,0.095,0.196,0.129,0.007,0.201,0.001,0.047,0.153,0.227,0.305,0.003,0.0,0.0,0.0,0.002,0.0,0.0,0.001,0.18,0.0,0.0,5.26,0.0,mud crab fishetarian nonveg,fishetarian nonveg,1
Q006,Oyster,oyster,oyster,Crassostrea sp.,Marine Shellfish,Protein,252.0,9.51,0.0,2.44,0.0,82.5,2.47,79.6,0.0,20.4,1.087,0.949,0.651,0.032,0.126,0.001,0.022,0.17,0.122,0.041,0.007,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.145,0.0,0.0,3.77,0.0,oyster fishetarian nonveg,fishetarian nonveg,1
Q007,"Tiger prawns, brown","tiger prawns, brown",tiger prawns brown,Solenocera crassicornis,Marine Shellfish,Protein,273.0,14.85,0.0,0.56,0.0,82.41,0.94,96.4,0.0,3.6,0.121,0.178,0.101,0.071,0.038,0.001,0.046,0.189,0.141,0.188,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.001,0.104,0.0,0.0,5.44,0.0,tiger prawns brown fishetarian nonveg,fishetarian nonveg,1
Q008,"Tiger Prawns, orange","tiger prawns, orange",tiger prawns orange,Penaeus monodon,Marine Shellfish,Protein,270.0,14.25,0.0,0.74,0.0,81.48,0.83,95.1,0.0,4.9,0.177,0.292,0.204,0.019,0.072,0.0,0.03,0.191,0.14,0.061,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.001,0.112,0.0,0.0,5.28,0.0,tiger prawns orange fishetarian nonveg,fishetarian nonveg,1
R001,"Clam, green shell","clam, green shell",clam green shell,Perna viridis,Marine Mollusks,Protein,243.0,12.14,0.0,0.98,0.0,80.07,2.44,92.5,0.0,7.5,0.285,0.355,0.263,0.044,0.121,0.001,0.074,0.128,0.152,0.322,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.001,0.096,0.0,0.0,5.0,0.0,clam green shell fishetarian nonveg,fishetarian nonveg,1
R002,"Clam, white shell, ribbed","clam, white shell, ribbed",clam white shell ribbed,Meretrix meretrix,Marine Mollusks,Protein,250.0,11.82,0.0,1.34,0.0,80.27,0.85,89.8,0.0,10.2,0.441,0.545,0.418,0.024,0.05,0.001,0.087,0.192,0.245,0.404,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.108,0.0,0.0,4.73,0.0,clam white shell ribbed fishetarian nonveg,fishetarian nonveg,1
R003,Octopus,octopus,octopus,Octopus vulgaris,Marine Mollusks,Protein,334.0,14.71,0.0,1.12,0.0,80.45,1.21,92.9,0.0,7.1,0.325,0.453,0.383,0.118,0.022,0.001,0.051,0.131,0.181,0.23,0.004,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.088,0.0,0.0,4.4,0.0,octopus fishetarian nonveg,fishetarian nonveg,1
R004,"Squid, black","squid, black",squid black,Loligo sp.,Marine Mollusks,Protein,335.0,16.1,0.0,1.07,0.0,80.59,0.99,93.8,0.0,6.2,0.287,0.444,0.388,0.231,0.023,0.0,0.042,0.173,0.162,0.179,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.236,0.0,0.0,4.81,0.0,squid black fishetarian nonveg,fishetarian nonveg,1
R005,"Squid, hard shell","squid, hard shell",squid hard shell,Sepia pharaonis,Marine Mollusks,Protein,320.0,16.82,0.0,0.93,0.0,80.52,0.75,94.8,0.0,5.2,0.227,0.365,0.303,0.06,0.009,0.001,0.035,0.173,0.116,0.099,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.042,0.0,0.0,5.26,0.0,squid hard shell fishetarian nonveg,fishetarian nonveg,1
R006,"Squid, red","squid, red",squid red,Loligo duvauceli,Marine Mollusks,Protein,329.0,16.25,0.0,1.44,0.0,80.85,1.15,91.9,0.0,8.1,0.448,0.628,0.545,0.126,0.014,0.0,0.036,0.167,0.134,0.121,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.101,0.0,0.0,4.94,0.0,squid red fishetarian nonveg,fishetarian nonveg,2
R007,"Squid, white, small","squid, white, small",squid white small,Uroteuthis duvauceli,Marine Mollusks,Protein,353.0,17.41,0.0,1.15,0.0,79.38,1.19,93.8,0.0,6.2,0.304,0.504,0.441,0.324,0.036,0.0,0.039,0.151,0.134,0.154,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.118,0.0,0.0,4.93,0.0,squid white small fishetarian nonveg,fishetarian nonveg,1
S001,Cat fish,cat fish,cat fish,Tandanus tandanus,Fresh Water Fish and Shellfish,Protein,518.0,15.86,0.0,6.24,0.0,77.23,0.93,71.8,0.0,28.2,2.182,3.033,0.978,0.084,0.022,0.001,0.019,0.157,0.25,0.028,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.114,0.0,0.0,3.06,0.0,cat fish fishetarian nonveg,fishetarian nonveg,2
S002,Catla,catla,catla,Catla catla,Fresh Water Fish and Shellfish,Protein,394.0,17.94,0.0,2.15,0.0,78.43,0.94,89.3,0.0,10.7,1.67,2.052,0.815,0.064,0.044,0.001,0.026,0.182,0.301,0.037,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.002,0.116,0.0,0.0,4.55,0.0,catla fishetarian nonveg,fishetarian nonveg,6
S003,Fresh water Eel,fresh water eel,fresh water eel,Anguilla anguilla,Fresh Water Fish and Shellfish,Protein,451.0,20.41,0.0,2.63,0.0,75.57,1.03,88.6,0.0,11.4,0.981,1.333,0.6,0.059,0.053,0.002,0.042,0.361,0.45,0.089,0.002,0.001,0.0,0.0,0.002,0.0,0.0,0.002,0.106,0.0,0.0,4.53,0.0,fresh water eel fishetarian nonveg,fishetarian nonveg,1
S004,Gold fish,gold fish,gold fish,Carassius auratus,Fresh Water Fish and Shellfish,Protein,396.0,16.91,0.0,2.94,0.0,79.07,1.1,85.2,0.0,14.8,1.077,0.626,0.001,0.0,0.048,0.001,0.022,0.185,0.243,0.028,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.002,0.225,0.0,0.0,4.27,0.0,gold fish fishetarian nonveg,fishetarian nonveg,1
S005,Pangas,pangas,pangas,Pangasianodon hypophthalmus,Fresh Water Fish and Shellfish,Protein,852.0,17.12,0.0,16.77,0.0,68.5,1.12,50.5,0.0,49.5,0.863,1.224,0.51,0.067,0.011,0.001,0.025,0.179,0.282,0.037,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.001,0.229,0.0,0.0,2.01,0.0,pangas fishetarian nonveg,fishetarian nonveg,2
S006,Rohu,rohu,rohu,Labeo rohita,Fresh Water Fish and Shellfish,Protein,428.0,19.71,0.0,2.39,0.0,76.34,1.28,89.2,0.0,10.8,2.047,3.365,0.747,0.048,0.039,0.001,0.027,0.2,0.303,0.036,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.002,0.24,0.0,0.0,4.61,0.0,rohu fishetarian nonveg,fishetarian nonveg,6
S007,Crab,crab,crab,Pachygrapsus sp.,Fresh Water Fish and Shellfish,Protein,327.0,13.23,0.0,0.89,0.0,80.58,1.23,93.7,0.0,6.3,0.214,0.396,0.256,0.053,0.199,0.001,0.067,0.208,0.286,0.28,0.002,0.0,0.0,0.0,0.005,0.0,0.0,0.002,0.202,0.0,0.0,4.05,0.0,crab fishetarian nonveg,fishetarian nonveg,1
S008,"Prawns, big","prawns, big",prawns big,Macrobrachium rosenbergii,Fresh Water Fish and Shellfish,Protein,380.0,19.24,0.0,0.52,0.0,77.43,0.84,97.4,0.0,2.6,0.087,0.151,0.095,0.087,0.049,0.001,0.039,0.237,0.269,0.849,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.186,0.0,0.0,5.06,0.0,prawns big fishetarian nonveg,fishetarian nonveg,3
